# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	486703	487131	-	AVX54976.1			50S ribosomal protein L11	rplK		JCVISYN3A_0810	429	142	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	487642	488640	+					galE		JCVISYN3A_0813	999		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	487642	488640	+	AVX54977.1			UDP-glucose 4-epimerase GalE	galE		JCVISYN3A_0813	999	332	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	488654	489841	+					glf		JCVISYN3A_0814	1188		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	488654	489841	+	AVX54978.1			UDP-galactopyranose mutase	glf		JCVISYN3A_0814	1188	395	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	490471	491400	-					whiA		JCVISYN3A_0817	930		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	490471	491400	-	AVX54979.1			Uncharacterized DNA-binding protein	whiA		JCVISYN3A_0817	930	309	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	491413	492843	-					lgt		JCVISYN3A_0818	1431		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	491413	492843	-	AVX54980.1			Diacylglyceryl transferase	lgt		JCVISYN3A_0818	1431	476	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	492852	493784	-					trx		JCVISYN3A_0819	933		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	492852	493784	-	AVX54981.1			Thioredoxin-disulfide reductase	trx		JCVISYN3A_0819	933	310	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	493768	495348	-					lgt		JCVISYN3A_0820	1581		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	493768	495348	-	AVX54982.1			Diacylglyceryl transferase	lgt		JCVISYN3A_0820	1581	526	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	495359	496300	-					hpr; ptsH		JCVISYN3A_0821	942		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	495359	496300	-	AVX54983.1			HPr(Ser) kinase/phosphatase	hpr; ptsH		JCVISYN3A_0821	942	313	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	496384	497058	-					ecfS		JCVISYN3A_0822	675		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	496384	497058	-	AVX54984.1			Uncharacterized ECF transporter S component	ecfS		JCVISYN3A_0822	675	224	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	497075	498190	-					folC		JCVISYN3A_0823	1116		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	497075	498190	-	AVX54985.1			Dihydrofolate synthase	folC		JCVISYN3A_0823	1116	371	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	498183	501023	-					uvrA		JCVISYN3A_0824	2841		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	498183	501023	-	AVX54986.1			Excinuclease ABC subunit A	uvrA		JCVISYN3A_0824	2841	946	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	501032	503029	-					uvrB		JCVISYN3A_0825	1998		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	501032	503029	-	AVX54987.1			Excinuclease ABC subunit B	uvrB		JCVISYN3A_0825	1998	665	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	503314	504264	+					yqeN		JCVISYN3A_0826	951		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	503314	504264	+	AVX54988.1			DNA polymerase III subunit delta	yqeN		JCVISYN3A_0826	951	316	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	504267	505733	+							JCVISYN3A_0827	1467		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	504267	505733	+	AVX54989.1			Uncharacterized protein			JCVISYN3A_0827	1467	488	
gene	tRNA	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	505899	505973	+					tRNA-Cys		JCVISYN3A_0828	75		
tRNA		GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	505899	505973	+				tRNA-Cys	tRNA-Cys		JCVISYN3A_0828	75		
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	506111	506371	+							JCVISYN3A_0830	261		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	506111	506371	+	AVX54990.1			Uncharacterized protein			JCVISYN3A_0830	261	86	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	506551	507585	+					prs		JCVISYN3A_0831	1035		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	506551	507585	+	AVX54991.1			Phosphoribosylpyrophosphate synthetase	prs		JCVISYN3A_0831	1035	344	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	508011	508571	+					pth		JCVISYN3A_0832	561		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	508011	508571	+	AVX54992.1			Aminoacyl-tRNA hydrolase	pth		JCVISYN3A_0832	561	186	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	508692	509135	+					rplI		JCVISYN3A_0833	444		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	508692	509135	+	AVX54993.1			50S ribosomal protein L9	rplI		JCVISYN3A_0833	444	147	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	509138	510454	+					dnaC		JCVISYN3A_0834	1317		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	509138	510454	+	AVX54994.1			Replicative DNA helicase	dnaC		JCVISYN3A_0834	1317	438	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	510521	511828	+							JCVISYN3A_0835	1308		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	510521	511828	+	AVX54995.1			Uncharacterized lipoprotein			JCVISYN3A_0835	1308	435	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	511970	512896	+					ecfS		JCVISYN3A_0836	927		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	511970	512896	+	AVX54996.1			Uncharacterized ECF transporter S component	ecfS		JCVISYN3A_0836	927	308	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	512905	514230	+					cysRS		JCVISYN3A_0837	1326		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	512905	514230	+	AVX54997.1			Cysteine--tRNA ligase	cysRS		JCVISYN3A_0837	1326	441	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	514232	514966	+					rlmB		JCVISYN3A_0838	735		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	514232	514966	+	AVX54998.1			23S rRNA (guanosine(2251)-2'-O)-methyltransferase	rlmB		JCVISYN3A_0838	735	244	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	515027	515188	+					rpmG		JCVISYN3A_0932	162		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	515027	515188	+	AVX54999.1			50S ribosomal protein L33	rpmG		JCVISYN3A_0932	162	53	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	515188	515511	+					secE		JCVISYN3A_0839	324		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	515188	515511	+	AVX55000.1			Preprotein translocase subunit	secE		JCVISYN3A_0839	324	107	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	515528	516169	+					nusG		JCVISYN3A_0840	642		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	515528	516169	+	AVX55001.1			Antitermination protein	nusG		JCVISYN3A_0840	642	213	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	516675	516857	-							JCVISYN3A_0851	183		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	516675	516857	-	AVX55002.1			Uncharacterized lipoprotein			JCVISYN3A_0851	183	60	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	517023	517253	-							JCVISYN3A_0852	231		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	517023	517253	-	AVX55003.1			Uncharacterized protein			JCVISYN3A_0852	231	76	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	517243	517962	-							JCVISYN3A_0853	720		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	517243	517962	-	AVX55004.1			Uncharacterized protein			JCVISYN3A_0853	720	239	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	518165	520126	+					topA		JCVISYN3A_0859	1962		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	518165	520126	+	AVX55005.1			DNA topoisomerase I	topA		JCVISYN3A_0859	1962	653	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	520382	522148	-							JCVISYN3A_0870	1767		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	520382	522148	-	AVX55006.1			Uncharacterized C4-dicarboxylate ABC transporter			JCVISYN3A_0870	1767	588	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	522217	523311	-					ychF		JCVISYN3A_0872	1095		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	522217	523311	-	AVX55007.1			Uncharacterized ATPase	ychF		JCVISYN3A_0872	1095	364	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	523347	523547	-							JCVISYN3A_0873	201		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	523347	523547	-	AVX55008.1			Uncharacterized protein			JCVISYN3A_0873	201	66	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	523549	524244	-					rsmG		JCVISYN3A_0874	696		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	523549	524244	-	AVX55009.1			16S rRNA (guanine(527)-N(7))-methyltransferase	rsmG		JCVISYN3A_0874	696	231	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	524244	524840	-					pgsA		JCVISYN3A_0875	597		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	524244	524840	-	AVX55010.1			CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA		JCVISYN3A_0875	597	198	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	524942	526522	-							JCVISYN3A_0876	1581		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	524942	526522	-	AVX55011.1			Uncharacterized amino acid permease			JCVISYN3A_0876	1581	526	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	526669	527349	-							JCVISYN3A_0877	681		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	526669	527349	-	AVX55012.1			Uncharacterized protein			JCVISYN3A_0877	681	226	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	527321	528859	-							JCVISYN3A_0878	1539		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	527321	528859	-	AVX55013.1			Uncharacterized amino acid permease			JCVISYN3A_0878	1539	512	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	528917	531574	-					corA		JCVISYN3A_0879	2658		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	528917	531574	-	AVX55014.1			Magnesium transporter	corA		JCVISYN3A_0879	2658	885	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	531973	533400	-							JCVISYN3A_0881	1428		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	531973	533400	-	AVX55015.1			Uncharacterized MFS transporter			JCVISYN3A_0881	1428	475	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	533864	535753	-					mnmG; gidA		JCVISYN3A_0885	1890		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	533864	535753	-	AVX55016.1			tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme	mnmG; gidA		JCVISYN3A_0885	1890	629	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	535901	537478	-					gltP		JCVISYN3A_0886	1578		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	535901	537478	-	AVX55017.1			Proton-glutamate symporter	gltP		JCVISYN3A_0886	1578	525	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	537498	538841	-					cdr		JCVISYN3A_0887	1344		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	537498	538841	-	AVX55018.1			Coenzyme A Disulfide Reductase	cdr		JCVISYN3A_0887	1344	447	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	539821	540537	-							JCVISYN3A_0906	717		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	539821	540537	-	AVX55019.1			Uncharacterized protein			JCVISYN3A_0906	717	238	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	540537	541331	-							JCVISYN3A_0907	795		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	540537	541331	-	AVX55020.1			Uncharacterized hydrolase			JCVISYN3A_0907	795	264	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	541408	542598	-					yidC		JCVISYN3A_0908	1191		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	541408	542598	-	AVX55021.1			Membrane protein insertase	yidC		JCVISYN3A_0908	1191	396	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	542616	542945	-					rnpA		JCVISYN3A_0909	330		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	542616	542945	-	AVX55022.1			Ribonuclease P protein component	rnpA		JCVISYN3A_0909	330	109	
gene	protein_coding	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	542952	543086	-					rpmH		JCVISYN3A_0910	135		
CDS	with_protein	GCA_001708325.2	Primary Assembly	chromosome		CP016816.2	542952	543086	-	AVX55023.1			50S ribosomal protein L34	rpmH		JCVISYN3A_0910	135	44	
